Day,Total Animals,Total Plants,Free Fields,Most Common Genotypes,Average Energy,Average Life Span,Average Children Count
0,30,4,290,"[1, 4, 3, 1, 1, 6, 0, 5]",200,00,0,00,0,00
1,30,4,290,"[1, 4, 3, 1, 1, 6, 0, 5]",200,00,0,00,0,00
2,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
3,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
4,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
5,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
6,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
7,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
8,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
9,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
10,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
11,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
12,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
13,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
14,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
15,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
16,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
17,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
18,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
19,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
20,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
21,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
22,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
23,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
24,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
25,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
26,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
27,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
28,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
29,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
30,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
31,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
32,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
33,33,15,276,"[1, 4, 3, 1, 1, 6, 0, 5]",178,48,0,00,0,18
34,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
35,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
36,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
37,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
38,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
39,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
40,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
41,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
42,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
43,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
44,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
45,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
46,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
47,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
48,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
49,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
50,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
51,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
52,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
53,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
54,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
55,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
56,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
57,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
58,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
59,38,23,263,"[1, 4, 3, 1, 1, 6, 0, 5]",150,84,0,00,0,42
