Day,Total Animals,Total Plants,Free Fields,Most Common Genotypes,Average Energy,Average Life Span,Average Children Count
1,30,15,945,"[7, 7, 0, 3, 3, 2, 3, 7]",29,00,0,00,0,00
2,30,26,934,"[7, 7, 0, 3, 3, 2, 3, 7]",28,00,0,00,0,00
3,30,34,925,"[7, 7, 0, 3, 3, 2, 3, 7]",27,83,0,00,0,00
4,30,42,917,"[7, 7, 0, 3, 3, 2, 3, 7]",27,67,0,00,0,00
5,30,52,907,"[7, 7, 0, 3, 3, 2, 3, 7]",27,50,0,00,0,00
6,30,64,895,"[7, 7, 0, 3, 3, 2, 3, 7]",26,50,0,00,0,00
7,30,72,887,"[7, 7, 0, 3, 3, 2, 3, 7]",27,17,0,00,0,00
8,30,80,879,"[7, 7, 0, 3, 3, 2, 3, 7]",28,67,0,00,0,00
9,30,88,871,"[7, 7, 0, 3, 3, 2, 3, 7]",28,50,0,00,0,00
10,30,90,869,"[7, 7, 0, 3, 3, 2, 3, 7]",30,00,0,00,0,00
